country,n,slate,year,v_pct,wcn,wcd,pg_code,cmp_code
PL,8,PR,2015,3.62,0.980241157542129,,2625,
PL,8,PSL,2015,5.13,0.288699409308654,,664,92811
PL,8,RSRP,2015,0.03,0.995567102398718,,,
PL,8,SB,2015,0.09,0.93182658263613,,,
PL,8,SO,2015,0.03,0.581129101410429,,,
PL,8,ZL,2015,7.55,0.381227841638028,,629,92022
PL,8,ZdS,2015,0.12,0.999924977722463,,,
SI,4,DS,2000,0.75,,0.841663164603557,,
SI,4,DSS,2000,0.07,,1,,
SI,4,DeSuS,2000,5.16,,0.589119867973021,1587,97951
SI,4,GZS,2000,0.44,,0.671044735692704,,
SI,4,KPS,2000,0.18,,1,,
SI,4,LDS,2000,36.26,,0.469146969535951,1252,97421
SI,4,NPS,2000,0.31,,0.754528453824986,,
SI,4,NS,2000,0.59,,0.857684423705104,,
SI,4,NSi,2000,8.64,,0.776900456509753,1047,97522
SI,4,SDAS,2000,0.3,,1,,
SI,4,SDSS,2000,15.82,,0.364950246277958,179,97320
SI,4,SLS-SKD,2000,9.55,,0.414103425721439,16,97620
SI,4,SMS,2000,4.34,,0.434129416965618,1512,97952
SI,4,SNS,2000,4.38,,0.337464618650897,981,97710
SI,4,ZLSD,2000,12.08,,0.463126471966603,706,97321
SI,4,ZZ-ZSZA,2000,0.9,,0.889104325251838,,
SI,5,AS,2004,2.97,0.750203602740892,0.627642385105338,380,
SI,5,DS,2004,0.28,0.533751908734319,0.893292668931279,,
SI,5,DeSuS,2004,4.041,0.649766903847938,0.57631555107939,1587,97951
SI,5,GZS-ZZP-ZNS-NDS,2004,0.54,0.662525080114873,0.646951422308965,,
SI,5,JL,2004,0.9,0.998269055358111,0.982301456510941,,
SI,5,LDS,2004,22.8,0.46465872268178,0.521318340530676,1252,97421
SI,5,NPS,2004,0.1,0.964041481792961,0.717202971471643,,
SI,5,NSi,2004,9.091,0.514544241604315,0.509461424425609,1047,97522
SI,5,SD,2004,10.17,0.437629208443134,0.389874144477658,706,97322
SI,5,SDS,2004,29.079,0.536775790627843,0.310227134304711,179,97330
SI,5,SEG,2004,0.41,0.983102107715393,0.876636161947609,,
SI,5,SJN,2004,2.62,0.692603183080979,0.77325294820823,2019,
SI,5,SLIS,2004,0.07,1,1,,
SI,5,SLS,2004,6.816,0.223862752813467,0.475371117040535,16,97521
SI,5,SMS,2004,2.08,0.8729933091199,0.670576123105465,1512,
SI,5,SNS,2004,6.271,0.357498876905544,0.313199351280076,981,97710
SI,5,SSN,2004,0.27,0.893156977847943,0.568172962679942,,
SI,5,ZPJ,2004,0.56,0.982745016461949,0.876664446127869,,
SI,5,ZPRS,2004,0.15,0.784679133650267,0.85862678709643,,
SI,5,ZS,2004,0.69,0.716991606353936,0.310476612453962,,
SI,6,AK,2008,0.02,0.142855454096108,0.869680780439339,,
SI,6,DeSuS,2008,7.449,0.750352883484305,0.599209663886312,1587,97951
SI,6,KDS,2008,0.45,0.890558763368106,0.98302815620182,,
SI,6,LCPV,2008,0.39,0.768613199792463,0.786967011615675,,
SI,6,LDS,2008,5.21,0.531682585902456,0.844592198554978,1252,97421
SI,6,LIPA,2008,1.81,0.442708590745277,0.792652619675904,1946,
SI,6,LPR,2008,0.56,0.784522183603647,0.751675748033664,,
SI,6,NPS,2008,0.05,0.385245721336311,0.956097523908652,,
SI,6,NSi,2008,3.401,0.400365236728208,0.623330720499689,1047,97522
SI,6,SD,2008,30.45,0.482815084934118,0.47282326522114,706,97322
SI,6,SDS,2008,29.257,0.317045922587292,0.403899417933255,179,97330
SI,6,SLS,2008,5.211,0.442344714392052,0.481945421400278,16,97521
SI,6,SNS,2008,5.403,0.624751096016252,0.183099108439593,981,97710
SI,6,SSN,2008,0.25,0.74998998976071,0.999987398505444,,
SI,6,ZARES,2008,9.367,0.472568182619309,0.666104625258649,326,97440
SI,6,ZK,2008,0.21,0.751729544916332,0.876476978396302,,
SI,6,ZS,2008,0.51,0.890539012905237,0.554337743642778,,
SI,7,AK,2011,0.02,0.988498149553593,1,,
SI,7,DSD,2011,0.65,0.787660459003206,0.450706282204873,,
SI,7,DeSuS,2011,6.97,0.665986355644639,0.574218155891713,1587,97951
SI,7,GBS,2011,0.3,0.893320964994215,0.98328510835815,,
SI,7,LDS,2011,1.48,0.770746249008165,0.858100012845634,1252,97421
SI,7,LGV,2011,8.37,0.880259210420633,0.787092874704819,1988,97450
SI,7,NPS,2011,0.1,0.999997817030234,1,,
SI,7,NSi,2011,4.88,0.625230659493993,0.181614925788744,1047,97522
SI,7,PS,2011,28.51,0.826223426588036,0.518466791632968,1987,97340
SI,7,SD,2011,10.52,0.478031723901898,0.523807025035608,706,97322
SI,7,SDS,2011,26.19,0.394397662747278,0.292425857662309,179,97330
SI,7,SEM-SI,2011,0.18,0.999999923548349,1,,
SI,7,SHS,2011,0.03,1,1,,
SI,7,SLS,2011,6.83,0.569873219227108,0.674024813900499,16,97521
SI,7,SMS-Z,2011,0.86,0.678294445199844,0.998397222292234,,
SI,7,SNS,2011,1.8,0.25386190866295,0.582971048386183,981,97710
SI,7,SSN,2011,0.09,0.826420797855037,1,,
SI,7,TRS,2011,1.22,0.87787495081122,0.83451090339968,1989,
SI,7,ZARES,2011,0.65,0.289492685915134,0.982722734654557,,97440
SI,7,ZS,2011,0.36,0.554067449821269,0.470711404333394,,
SI,8,DL,2014,0.64,0.645630043443381,,,97450
SI,8,DeSuS,2014,10.18,0.55438297247984,,1587,97951
SI,8,ED-NPS,2014,0.25,1,,,
SI,8,KZL,2014,5.97,0.573252837324877,,2334,97020
SI,8,LGS,2014,0.05,1,,,
SI,8,NSi,2014,5.59,0.279588108198581,,1047,97522
SI,8,PS,2014,2.97,0.58535255302278,,1987,97340
SI,8,PSS,2014,1.34,1,,,
SI,8,SD,2014,5.98,0.38015518270723,,706,97322
SI,8,SDS,2014,20.71,0.304587241359786,,179,97330
SI,8,SHS,2014,0.01,1,,,
SI,8,SLS,2014,3.95,0.455550821452026,,16,97521
SI,8,SMC,2014,34.49,0.944479477607175,,2333,97461
SI,8,SNS,2014,2.2,0.630614972010241,,981,
SI,8,VERJAMEN,2014,0.78,0.894201159578381,,,
SI,8,ZAAB,2014,4.38,0.553494440690085,,2337,97460
SI,8,ZS,2014,0.53,0.538894046262531,,,
SK,3,DS,1994,3.43,,0.77286163865688,1000,
SK,3,DUS,1994,8.571,,0.492228001954316,1495,96421
SK,3,HZDS,1994,34.968,,0.326856145862776,1142,96711
SK,3,HZPCS,1994,1.05,,0.999575071150652,,
SK,3,KDH,1994,10.085,,0.406911756839919,1432,96521
SK,3,KSS,1994,2.73,,0.323094830685729,44,96222
SK,3,KSU,1994,2.06,,0.57019405450625,936,
SK,3,MK,1994,10.187,,0.361030597963493,559,96952
SK,3,NS,1994,1.33,,0.977106994748203,2237,
SK,3,ROMA,1994,0.68,,0.971428634151588,,
SK,3,RSDSS,1994,0.12,,1,,
SK,3,SD,1994,0.25,,0.80536141111817094,,
SK,3,SNS,1994,5.403,,0.3792822388637,1072,96710
SK,3,SPK,1994,1.32,,0.987382933630834,2238,
SK,3,SV,1994,10.416,,0.52382135826814,527,96221
SK,3,ZPR-REP,1994,0.05,,0.909637263545964,,
SK,3,ZRS,1994,7.349,,0.459153856826951,1563,96210
SK,4,BRRS,1998,0.13,1,0.487679859128005,,
SK,4,HTC,1998,0.07,0.958472522741074,0.876409877534711,,
SK,4,HZDS,1998,27.004,0.347096348862579,0.463522630151612,1142,96711
SK,4,JSPS,1998,0.11,0.909721699088587,0.933129161070733,,
SK,4,KSS,1998,2.8,0.499344464791962,0.410396261944543,44,96222
SK,4,MLHZP,1998,0.2,0.858933845272581,0.941182998331706,,
SK,4,NAS,1998,0.09,0.723930245669477,0.81473861456209,,
SK,4,NEI,1998,0.19,1,1,,
SK,4,NaSl,1998,0.48,0.902979296330027,0.747193702124445,,
SK,4,SDK,1998,26.331,0.23629649182891,0.50007194503736,313,96522
SK,4,SDL,1998,14.662,0.424669767395867,0.461591636287628,1415,96220
SK,4,SLS,1998,0.27,0.735390928509044,0.843288731518697,,
SK,4,SMK-MKP,1998,9.128,0.155505314812578,0.241195671293466,559,96952
SK,4,SNJ,1998,0.14,0.803467304655355,0.682967850529321,,
SK,4,SNS,1998,9.075,0.235571382829573,0.298360594047613,1072,96710
SK,4,SOP,1998,8.018,0.976873600678156,0.686231427308258,1016,96422
SK,4,ZRS,1998,1.3,0.50459645265559006,0.736466328010666,1563,96210
SK,5,ANO,2002,8.011,0.93285699721818,0.65806691434243,1200,96424
SK,5,BRRS,2002,0.1,0.523532032771508,1,,
SK,5,HZD,2002,3.28,0.412351832765284,0.582192583448912,2160,
SK,5,HZDS,2002,19.502,0.453056799990511,0.503734011003998,1142,96711
SK,5,KDH,2002,8.25,0.492664695267665,0.213488585430944,1432,96521
SK,5,KSS,2002,6.326,0.41854335036552,0.296239207380819,44,96222
SK,5,LB,2002,0.22,0.738500713009869,0.641752755370211,,
SK,5,LS,2002,0.03,0.878505032412271,1,,
SK,5,NOSNP,2002,0.91,0.914334231697541,0.907924536211292,,
SK,5,OKS,2002,0.33,0.59456022379285,0.247779891355624,,
SK,5,PSNS,2002,3.65,0.358040274287164,0.42335677291216,20,
SK,5,ROISR,2002,0.29,0.949522204471372,0.985975805964576,,
SK,5,ROMA,2002,0.22,0.96451588927075,0.765066845759825,,
SK,5,ROSA,2002,0.3,0.57209932805268,0.999988442804798,,
SK,5,SDA,2002,1.8,0.589200767978643,0.972109848084233,64,
SK,5,SDKU,2002,15.094,0.484758664447499,0.310739702964892,131,96523
SK,5,SDL,2002,1.4,0.356101811217528,0.891146117965338,1415,96220
SK,5,SDPO,2002,0.23,0.996601447552787,0.914072288867179,,
SK,5,SMK-MKP,2002,11.167,0.229530459564105,0.327930185729328,559,96952
SK,5,SNJ,2002,0.16,0.689850594007858,0.661784423661496,,
SK,5,SNS,2002,3.33,0.396099061545519,0.489186287529639,1072,96710
SK,5,SZS,2002,0.99,0.79236434266868,0.849355242414559,,
SK,5,Smer,2002,13.464,0.955647044403082,0.229772406322222,220,96423
SK,5,ZAR,2002,0.44,1,0.952975091517086,,
SK,5,ZRS,2002,0.55,0.582609898476288,0.405773923174332,,
SK,6,ANO,2006,1.42,0.559212265606159,0.994500378361233,1200,
SK,6,ASV,2006,0.14,0.995836916824067,0.35340380882737,,
SK,6,HZD,2006,0.64,0.404415748113943,0.919551089245481,,
SK,6,HZDS,2006,8.794,0.236053359722636,0.250791545839792,1142,96711
SK,6,KDH,2006,8.312,0.127115676304301,0.41919483435337,1432,96521
SK,6,KSS,2006,3.88,0.246560789037821,0.441964986672024,44,96222
SK,6,LB,2006,0.4,0.472616172371872,1,,
SK,6,M21-NKD,2006,0.11,0.728112622482624,1,,
SK,6,NADEJ,2006,0.63,0.922073587679813,0.845308096473644,,
SK,6,OKS,2006,0.27,0.221513970977944,0.494809587315264,,
SK,6,PSNS,2006,0.14,0.890410649461397,0.989208144868216,,
SK,6,SDKU-DS,2006,18.358,0.430896602641055,0.286733849404215,131,96523
SK,6,SDL,2006,0.13,1,0.894875695607612,,
SK,6,SF,2006,3.47,0.617723234068657,0.662323217333471,752,
SK,6,SLNKO,2006,0.17,0.419885897947732,0.997892368186612,,
SK,6,SLS,2006,0.17,0.759631379760636,0.676663209980687,,
SK,6,SMK-MKP,2006,11.685,0.200564396308166,0.17719634269907,559,96952
SK,6,SNS,2006,11.733,0.373138008563014,0.365449149180636,1072,96710
SK,6,SOS,2006,0.11,0.655054039402387,0.757597668843109,,
SK,6,Smer,2006,29.142,0.26910745054339,0.109431763857175,220,96423
SK,6,ZRS,2006,0.3,0.180007389318468,0.50810261636854,,
SK,7,AZEN,2010,0.13,0.801766283883888,0.890009028447353,,
SK,7,EPS,2010,0.41,0.881666473430617,0.998642981926794,,
SK,7,HZDS,2010,4.32,0.324758970300677,0.295584995209247,1142,96711
SK,7,KDH,2010,8.53,0.52256778413913,0.197451311594907,1432,96521
SK,7,KSS,2010,0.83,0.338388115876812,0.161648552209249,44,96222
SK,7,LSNS,2010,1.33,0.645789854461897,0.217662846716554,586,
SK,7,MOST-HID,2010,8.12,0.392449643508794,0.026802727665225,1620,96955
SK,7,ND,2010,0.31,0.771942603488324,0.987972898848579,,
SK,7,PK-VPS,2010,0.58,1,1,,
SK,7,SDKU-DS,2010,15.42,0.302030696621795,0.0551939365955038,131,96523
SK,7,SDL,2010,2.42,0.783901601986339,0.653485317793655,2317,
SK,7,SMK-MKP,2010,4.3,0.112228482440556,0.318580546082762,559,96952
SK,7,SNS,2010,5.08,0.236700889701944,0.373068186684507,1072,96710
SK,7,SRK,2010,0.27,0.940754746068201,0.82837092036371,,
SK,7,SaS,2010,12.149,0.960564495204916,0.107790081198562,1460,96440
SK,7,Smer,2010,34.795,0.248727595765997,0.0369246153202508,220,96423
SK,7,UNIA,2010,0.7,0.671938578709156,0.692946239000066,,
SK,7,ZRS,2010,0.24,0.61225419502153,0.912811198870271,,
SK,8,1HLAS,2012,0.03,0.917414858984892,0.881509251314697,,
SK,8,99-OH,2012,1.58,0.920588846317514,0.90970733778399,2015,
SK,8,HZDS,2012,0.93,0.263128183034362,0.997241640243234,,
SK,8,KDH,2012,8.825,0.147837208642326,0.292639350488535,1432,96521
SK,8,KSS,2012,0.72,0.328486811491638,0.407482170118185,44,96222
SK,8,LSNS,2012,1.58,0.47090146887297,0.426083010024619,586,
SK,8,MOST-HID,2012,6.9,0.126905838613428,0.312988324690557,1620,96955
SK,8,NASKRAJ,2012,0.19,0.97461348777116,0.860969767353261,,
SK,8,NSNS,2012,0.63,0.675763589793625,0.93573071608502,,
SK,8,OL,2012,0.16,1,1,,
SK,8,OLANO,2012,8.56,0.779293618326964,0.51485419805879,1759,96620
SK,8,PAS,2012,0.41,0.968168487710834,0.890821980969246,,
SK,8,SDKU-DS,2012,6.099,0.141880800770786,0.563003118823533,131,96523
SK,8,SDL,2012,0.18,0.802018298169067,0.994090444210821,,
SK,8,SF,2012,0.34,0.695452404965717,0.951969021860038,,
SK,8,SMK-MKP,2012,4.28,0.305370603612141,0.322698943414653,559,96952
SK,8,SNS,2012,4.55,0.350581476440128,0.68936919921570206,1072,96710
SK,8,SOBS,2012,0.15,0.977376857297866,0.99967023912841,,
SK,8,SRUS,2012,0.11,0.84595437042307,0.998320610033269,,
SK,8,SSS,2012,1.22,0.994121750131199,0.963236282427696,1200,
SK,8,SZ,2012,0.42,0.888187704957935,0.997047718070141,,
SK,8,SZIS,2012,0.15,0.868493291246493,0.882808666248289,,
SK,8,SaS,2012,5.884,0.11971508301182,0.242540392706246,1460,96440
SK,8,Smer,2012,44.417,0.102929734762622,0.147862795129795,220,96423
SK,8,ZELENI,2012,0.3,1,1,,
SK,8,ZMDUS,2012,1.29,0.872578268051077,0.733471954383637,2013,
SK,9,DS-LK,2016,0.07,0.89263718344421,,,
SK,9,KDH,2016,4.94,0.260531658697031,,1432,96521
SK,9,KSS,2016,0.62,0.46038552187901,,,
SK,9,KSZS,2016,0.06,0.835738097749788,,,
SK,9,LSNS,2016,8.04,0.66037632374122,,586,96720
SK,9,MKDA-MKDSZ,2016,0.09,0.954473623476973,,,
SK,9,MOST-HID,2016,6.5,0.186560165518818,,1620,96955
SK,9,OLANO,2016,11.03,0.6202622083601,,1759,96620
SK,9,Odvaha,2016,0.13,0.902893618170423,,,
SK,9,PD,2016,0.13,0.812134095373055,,,
SK,9,SANCA,2016,0.25,0.73966061274199,,,
SK,9,SDKU-DS,2016,0.26,0.677615305553937,,,
SK,9,SIET,2016,5.61,0.640755318689149,,2624,96630
SK,9,SKOK,2016,0.83,0.462383903451055,,,
SK,9,SMK-MKP,2016,4.05,0.329911447083435,,559,96952
SK,9,SMS,2016,0.17,0.885121232546937,,,
SK,9,SNS,2016,8.64,0.585255982451678,,1072,96710
SK,9,SR,2016,6.63,0.948893368031896,,2623,96725
SK,9,SZS,2016,0.67,0.866261674577534,,,
SK,9,SaS,2016,12.1,0.290622726442079,,1460,96440
SK,9,Smer,2016,28.28,0.161777117098368,,220,96423
SK,9,TIP,2016,0.72,0.842792321672338,,,
SK,9,VZDOR,2016,0.12,0.711461406640107,,,
